		Sample ID	Filename	File Size	Release	Haplotype	AWS FASTA	Biosample Accession	Family ID	FASTA MD5	FASTA SHA-256	Population Abbreviation	Population Descriptor
		HG00438	HG00438_pat_hprc_r2_v1.0.1.fa.gz	901825301	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00438/assemblies/freeze_2/HG00438_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861652	SH012	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00438/assemblies/freeze_2/HG00438_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG005	HG005.maternal.f1_assembly_v2_genbank.fa.gz	874612882	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/HG005/assemblies/year1_f1_assembly_v2_genbank/HG005.maternal.f1_assembly_v2_genbank.fa.gz	SAMN03283350	Unspecified	N/A	8a9b715d91685b7db161e878ab205fb7a149794ecf79b3d6602d9610382ad71a	Unspecified	Unspecified
		HG005	HG005_mat_hprc_r2_v1.0.1.fa.gz	901756537	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG005/assemblies/freeze_2/HG005_mat_hprc_r2_v1.0.1.fa.gz	SAMN03283350	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG005/assemblies/freeze_2/HG005_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	Unspecified	Unspecified
		HG005	HG005.paternal.f1_assembly_v2_genbank.fa.gz	841437574	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/HG005/assemblies/year1_f1_assembly_v2_genbank/HG005.paternal.f1_assembly_v2_genbank.fa.gz	SAMN03283350	Unspecified	N/A	399e1bb4bf40f6b70152acd6f4cc8502fd50d0edef774d9af7ea1add1982c5e6	Unspecified	Unspecified
		HG005	HG005_pat_hprc_r2_v1.0.1.fa.gz	866535483	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG005/assemblies/freeze_2/HG005_pat_hprc_r2_v1.0.1.fa.gz	SAMN03283350	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG005/assemblies/freeze_2/HG005_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	Unspecified	Unspecified
		HG00544	HG00544_mat_hprc_r2_v1.0.1.fa.gz	901462613	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237491	SH042	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00544	HG00544_pat_hprc_r2_v1.0.1.fa.gz	897796251	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237491	SH042	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00544/assemblies/freeze_2/HG00544_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00558	HG00558_mat_hprc_r2_v1.0.1.fa.gz	902009980	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00558/assemblies/freeze_2/HG00558_mat_hprc_r2_v1.0.1.fa.gz	SAMN33758780	SH045	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00558/assemblies/freeze_2/HG00558_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00558	HG00558_pat_hprc_r2_v1.0.1.fa.gz	903203839	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00558/assemblies/freeze_2/HG00558_pat_hprc_r2_v1.0.1.fa.gz	SAMN33758780	SH045	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00558/assemblies/freeze_2/HG00558_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00597	HG00597_mat_hprc_r2_v1.0.1.fa.gz	904453669	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00597/assemblies/freeze_2/HG00597_mat_hprc_r2_v1.0.1.fa.gz	SAMN33621944	SH058	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00597/assemblies/freeze_2/HG00597_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00597	HG00597_pat_hprc_r2_v1.0.1.fa.gz	901192642	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00597/assemblies/freeze_2/HG00597_pat_hprc_r2_v1.0.1.fa.gz	SAMN33621944	SH058	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00597/assemblies/freeze_2/HG00597_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00609	HG00609_mat_hprc_r2_v1.0.1.fa.gz	899229778	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00609/assemblies/freeze_2/HG00609_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237492	SH062	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00609/assemblies/freeze_2/HG00609_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00609	HG00609_pat_hprc_r2_v1.0.1.fa.gz	866229210	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00609/assemblies/freeze_2/HG00609_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237492	SH062	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00609/assemblies/freeze_2/HG00609_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00621	HG00621.maternal.f1_assembly_v2_genbank.fa.gz	872642530	1	maternal	s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/HG00621.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861653	SH066	N/A	1180dda57e968c6f9cf1902981038141f0905b395d44ea9a068131891d22e353	CHS	Han Chinese South, China
		HG00621	HG00621_mat_hprc_r2_v1.0.1.fa.gz	899737286	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861653	SH066	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00621	HG00621.paternal.f1_assembly_v2_genbank.fa.gz	835826203	1	paternal	s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/HG00621.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861653	SH066	N/A	bb7d30232f423cabf8d2ebf7443d15aa42bdbfe826424e89ac5f0ee33b0bc780	CHS	Han Chinese South, China
		HG00621	HG00621_pat_hprc_r2_v1.0.1.fa.gz	863593821	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861653	SH066	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00621/assemblies/freeze_2/HG00621_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00639	HG00639_mat_hprc_r2_v1.0.1.fa.gz	902360307	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00639/assemblies/freeze_2/HG00639_mat_hprc_r2_v1.0.1.fa.gz	SAMN33758781	PR03	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00639/assemblies/freeze_2/HG00639_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00639	HG00639_pat_hprc_r2_v1.0.1.fa.gz	899725947	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00639/assemblies/freeze_2/HG00639_pat_hprc_r2_v1.0.1.fa.gz	SAMN33758781	PR03	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00639/assemblies/freeze_2/HG00639_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00642	HG00642_mat_hprc_r2_v1.0.1.fa.gz	900834263	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00642/assemblies/freeze_2/HG00642_mat_hprc_r2_v1.0.1.fa.gz	SAMN26267378	PR04	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00642/assemblies/freeze_2/HG00642_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00642	HG00642_pat_hprc_r2_v1.0.1.fa.gz	862873289	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00642/assemblies/freeze_2/HG00642_pat_hprc_r2_v1.0.1.fa.gz	SAMN26267378	PR04	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00642/assemblies/freeze_2/HG00642_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00658	HG00658_mat_hprc_r2_v1.0.1.fa.gz	900934638	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_mat_hprc_r2_v1.0.1.fa.gz	SAMN37797096	SH074	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00658	HG00658_pat_hprc_r2_v1.0.1.fa.gz	866513730	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_pat_hprc_r2_v1.0.1.fa.gz	SAMN37797096	SH074	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00658/assemblies/freeze_2/HG00658_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00673	HG00673.maternal.f1_assembly_v2_genbank.fa.gz	878057494	1	maternal	s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/HG00673.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861654	SH079	N/A	0eef54ceca964b5a65c046529e5e433f0cb1a19d6d8a19485a292ae763e6a96c	CHS	Han Chinese South, China
		HG00673	HG00673_mat_hprc_r2_v1.0.1.fa.gz	899871491	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00673/assemblies/freeze_2/HG00673_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861654	SH079	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00673/assemblies/freeze_2/HG00673_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00673	HG00673.paternal.f1_assembly_v2_genbank.fa.gz	838555949	1	paternal	s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/HG00673.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861654	SH079	N/A	9650cdb2f090bb94dcb81d0cf9be27e2565de0489dc0d736e5d139c76f564f78	CHS	Han Chinese South, China
		HG00673	HG00673_pat_hprc_r2_v1.0.1.fa.gz	868870120	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00673/assemblies/freeze_2/HG00673_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861654	SH079	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00673/assemblies/freeze_2/HG00673_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00706	HG00706_mat_hprc_r2_v1.0.1.fa.gz	903137883	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_mat_hprc_r2_v1.0.1.fa.gz	SAMN37706905	SH090	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00706	HG00706_pat_hprc_r2_v1.0.1.fa.gz	865679741	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_pat_hprc_r2_v1.0.1.fa.gz	SAMN37706905	SH090	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00706/assemblies/freeze_2/HG00706_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	CHS	Han Chinese South, China
		HG00733	HG00733.maternal.f1_assembly_v2_genbank.fa.gz	875252438	1	maternal	s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/HG00733.maternal.f1_assembly_v2_genbank.fa.gz	SAMN00006581	Unspecified	N/A	c2963af8e63111ade4810bccfa059166db948f491551c2272e80f82a28c356ad	PUR	Puerto Rican in Puerto Rico
		HG00733	HG00733_mat_hprc_r2_v1.0.1.fa.gz	904180626	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00733/assemblies/freeze_2/HG00733_mat_hprc_r2_v1.0.1.fa.gz	SAMN00006581	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00733/assemblies/freeze_2/HG00733_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00733	HG00733.paternal.f1_assembly_v2_genbank.fa.gz	877545491	1	paternal	s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/HG00733.paternal.f1_assembly_v2_genbank.fa.gz	SAMN00006581	Unspecified	N/A	47f20b76eab03a22a1351e0e9efbd0ba43814911f9f17c37dba5cdc0583a8ae0	PUR	Puerto Rican in Puerto Rico
		HG00733	HG00733_pat_hprc_r2_v1.0.1.fa.gz	902463466	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00733/assemblies/freeze_2/HG00733_pat_hprc_r2_v1.0.1.fa.gz	SAMN00006581	Unspecified	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00733/assemblies/freeze_2/HG00733_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00735	HG00735.maternal.f1_assembly_v2_genbank.fa.gz	875462497	1	maternal	s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/HG00735.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861655	PR06	N/A	fdde1ce9c6f27c8d963eef5228ca657c65e89f95ece8947d06fca358ade18a39	PUR	Puerto Rican in Puerto Rico
		HG00735	HG00735_mat_hprc_r2_v1.0.1.fa.gz	901071365	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00735/assemblies/freeze_2/HG00735_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861655	PR06	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00735/assemblies/freeze_2/HG00735_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00735	HG00735.paternal.f1_assembly_v2_genbank.fa.gz	875257468	1	paternal	s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/HG00735.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861655	PR06	N/A	117cd1556d9b9ea796e29b30db2cb4c6e77e90c9f9b1c074720cc4671403fb79	PUR	Puerto Rican in Puerto Rico
		HG00735	HG00735_pat_hprc_r2_v1.0.1.fa.gz	901806947	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00735/assemblies/freeze_2/HG00735_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861655	PR06	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00735/assemblies/freeze_2/HG00735_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00738	HG00738_mat_hprc_r2_v1.0.1.fa.gz	903035664	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00738/assemblies/freeze_2/HG00738_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237493	PR07	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00738/assemblies/freeze_2/HG00738_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00738	HG00738_pat_hprc_r2_v1.0.1.fa.gz	863725985	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00738/assemblies/freeze_2/HG00738_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237493	PR07	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00738/assemblies/freeze_2/HG00738_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00741	HG00741.maternal.f1_assembly_v2_genbank.fa.gz	875907872	1	maternal	s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/HG00741.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861656	PR09	N/A	a756fc30621e5e887ce5bee0e3a76d4ab9093c846f90ac3c7e463f25e005fc46	PUR	Puerto Rican in Puerto Rico
		HG00741	HG00741_mat_hprc_r2_v1.0.1.fa.gz	904579411	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/HG00741_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861656	PR09	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/HG00741_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG00741	HG00741.paternal.f1_assembly_v2_genbank.fa.gz	874350189	1	paternal	s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/HG00741.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861656	PR09	N/A	e6121ba9df50914fb0459afd50a9527f7260f1fae8f9ec460cc7c4e61b5138b0	PUR	Puerto Rican in Puerto Rico
		HG00741	HG00741_pat_hprc_r2_v1.0.1.fa.gz	901423580	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/HG00741_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861656	PR09	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG00741/assemblies/freeze_2/HG00741_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01071	HG01071.maternal.f1_assembly_v2_genbank.fa.gz	872452000	1	maternal	s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/HG01071.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861657	PR17	N/A	5e67e97c0275d46ad4b75b14365d1fd5000ed44cfc759710f61d146e7b7ce291	PUR	Puerto Rican in Puerto Rico
		HG01071	HG01071_mat_hprc_r2_v1.0.1.fa.gz	900732622	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_mat_hprc_r2_v1.0.1.fa.gz	SAMN17861657	PR17	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01071	HG01071.paternal.f1_assembly_v2_genbank.fa.gz	877889659	1	paternal	s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/HG01071.paternal.f1_assembly_v2_genbank.fa.gz	SAMN17861657	PR17	N/A	d5f5829d658e123a265459d7afa804537150febea6432dd28e47be58bdcd1cc9	PUR	Puerto Rican in Puerto Rico
		HG01071	HG01071_pat_hprc_r2_v1.0.1.fa.gz	903846071	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_pat_hprc_r2_v1.0.1.fa.gz	SAMN17861657	PR17	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01071/assemblies/freeze_2/HG01071_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01074	HG01074_mat_hprc_r2_v1.0.1.fa.gz	900572708	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01074/assemblies/freeze_2/HG01074_mat_hprc_r2_v1.0.1.fa.gz	SAMN33758782	PR18	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01074/assemblies/freeze_2/HG01074_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01074	HG01074_pat_hprc_r2_v1.0.1.fa.gz	865134129	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01074/assemblies/freeze_2/HG01074_pat_hprc_r2_v1.0.1.fa.gz	SAMN33758782	PR18	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01074/assemblies/freeze_2/HG01074_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01081	HG01081_mat_hprc_r2_v1.0.1.fa.gz	904079238	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_mat_hprc_r2_v1.0.1.fa.gz	SAMN33758783	PR21	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01081	HG01081_pat_hprc_r2_v1.0.1.fa.gz	901140983	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_pat_hprc_r2_v1.0.1.fa.gz	SAMN33758783	PR21	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01099	HG01099_mat_hprc_r2_v1.0.1.fa.gz	900597813	2	maternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01099/assemblies/freeze_2/HG01099_mat_hprc_r2_v1.0.1.fa.gz	SAMN26237494	PR31	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01099/assemblies/freeze_2/HG01099_mat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01099	HG01099_pat_hprc_r2_v1.0.1.fa.gz	864375406	2	paternal	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01099/assemblies/freeze_2/HG01099_pat_hprc_r2_v1.0.1.fa.gz	SAMN26237494	PR31	s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01099/assemblies/freeze_2/HG01099_pat_hprc_r2_v1.0.1.fa.gz.md5	N/A	PUR	Puerto Rican in Puerto Rico
		HG01106	HG01106.maternal.f1_assembly_v2_genbank.fa.gz	875660506	1	maternal	s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/HG01106.maternal.f1_assembly_v2_genbank.fa.gz	SAMN17861658	PR25	N/A	13416e10902dd12476dedeb637c4b5a23c8b4d6e5f67044e720bd97a09133ba1	PUR	Puerto Rican in Puerto Rico
